ts,pid,comm,file,size,entropy,is_enc
1769816821.9390059,10196,apt-get,#4672,4096,4.7569,0
1769816821.939868,10196,apt-get,#4672,4096,4.7887,0
1769816821.9406834,10196,apt-get,#4672,4096,4.7997,0
1769816821.9416625,10196,apt-get,#4672,4096,4.6898,0
1769816821.9425132,10196,apt-get,#4672,4096,4.7513,0
1769816821.9433439,10196,apt-get,#4672,4096,4.7521,0
1769816821.9441266,10196,apt-get,#4672,4096,4.8364,0
1769816821.944935,10196,apt-get,#4672,4096,4.7245,0
1769816821.945713,10196,apt-get,#4672,4096,4.7537,0
1769816821.946439,10196,apt-get,#4672,4096,4.7831,0
1769816821.9471889,10196,apt-get,#4672,4096,4.7738,0
1769816821.947945,10196,apt-get,#4672,4096,4.8274,0
1769816821.9486938,10196,apt-get,#4672,4096,4.6876,0
1769816821.9493935,10196,apt-get,#4672,4096,4.7703,0
1769816821.9501116,10196,apt-get,#4672,4096,4.7534,0
1769816821.9509156,10196,apt-get,#4672,4096,4.7963,0
1769816821.9514315,10196,apt-get,#4672,4096,4.7953,0
1769816821.951916,10196,apt-get,#4672,4096,4.6690,0
1769816821.9523702,10196,apt-get,#4672,4096,4.7117,0
1769816821.9528303,10196,apt-get,#4672,4096,4.7186,0
1769816821.95328,10196,apt-get,#4672,4096,4.7472,0
1769816821.9537349,10196,apt-get,#4672,4096,4.7756,0
1769816821.9541845,10196,apt-get,#4672,4096,4.7895,0
1769816821.9547079,10196,apt-get,#4672,4096,4.6800,0
1769816821.9554005,10196,apt-get,#4672,4096,4.7198,0
1769816821.956223,10196,apt-get,#4672,4096,4.7213,0
1769816821.956966,10196,apt-get,#4672,4096,4.7133,0
1769816821.9577224,10196,apt-get,#4672,4096,4.7687,0
1769816821.9585032,10196,apt-get,#4672,4096,4.7829,0
1769816821.9592485,10196,apt-get,#4672,4096,4.8094,0
1769816821.959963,10196,apt-get,#4672,4096,4.7695,0
1769816821.961198,10196,apt-get,#4672,4096,4.7569,0
1769816821.9619823,10196,apt-get,#4672,4096,4.7887,0
1769816821.9627385,10196,apt-get,#4672,4096,4.7997,0
1769816821.9635794,10196,apt-get,#4672,4096,4.6898,0
1769816821.964449,10196,apt-get,#4672,4096,4.7513,0
1769816821.96523,10196,apt-get,#4672,4096,4.7521,0
1769816821.965988,10196,apt-get,#4672,4096,4.8364,0
1769816821.9667597,10196,apt-get,#4672,4096,4.7245,0
1769816821.9675307,10196,apt-get,#4672,4096,4.7537,0
1769816821.9683497,10196,apt-get,#4672,4096,4.7831,0
1769816821.9692352,10196,apt-get,#4672,4096,4.7738,0
1769816821.9699855,10196,apt-get,#4672,4096,4.8274,0
1769816821.9707243,10196,apt-get,#4672,4096,4.6876,0
1769816821.9715297,10196,apt-get,#4672,4096,4.7703,0
1769816821.9724057,10196,apt-get,#4672,4096,4.7534,0
1769816821.973372,10196,apt-get,#4672,4096,4.7963,0
1769816821.9741359,10196,apt-get,#4672,4096,4.7953,0
1769816821.9755952,10196,apt-get,#4672,4096,4.6690,0
1769816821.9764147,10196,apt-get,#4672,4096,4.7117,0
1769816821.9775882,10196,apt-get,#4672,4096,4.7186,0
1769816821.9784446,10196,apt-get,#4672,4096,4.7472,0
1769816821.9795642,10196,apt-get,#4672,4096,4.7756,0
1769816821.9823182,10196,apt-get,#4672,4096,4.7895,0
1769816821.9830782,10196,apt-get,#4672,4096,4.6800,0
1769816821.9863155,10196,apt-get,#4672,4096,4.7198,0
1769816821.9871926,10196,apt-get,#4672,4096,4.7213,0
1769816821.9879813,10196,apt-get,#4672,4096,4.7133,0
1769816821.9932683,10196,apt-get,#4672,4096,4.7687,0
1769816821.9942288,10196,apt-get,#4672,4096,4.7829,0
1769816821.9961925,10196,apt-get,#4672,4096,4.7970,0
1769816821.9970906,10196,apt-get,#4672,4096,4.7747,0
1769816822.0009592,10196,apt-get,#4672,4096,4.6743,0
1769816822.0020106,10196,apt-get,#4672,4096,4.6390,0
1769816822.0039759,10196,apt-get,#4672,4096,4.6665,0
1769816822.0059223,10196,apt-get,#4672,4096,4.8208,0
1769816822.0078638,10196,apt-get,#4672,4096,4.8444,0
1769816822.0087595,10196,apt-get,#4672,4096,4.8076,0
1769816822.012622,10196,apt-get,#4672,4096,4.7667,0
1769816822.0135996,10196,apt-get,#4672,4096,4.8004,0
1769816822.014385,10196,apt-get,#4672,4096,4.6944,0
1769816822.0172164,10196,apt-get,#4672,4096,4.6038,0
1769816822.018086,10196,apt-get,#4672,4096,4.6411,0
1769816822.0209,10196,apt-get,#4672,4096,4.7542,0
1769816822.0217223,10196,apt-get,#4672,4096,4.7731,0
1769816822.0246055,10196,apt-get,#4672,4096,4.8473,0
1769816822.0254412,10196,apt-get,#4672,4096,4.7227,0
1769816822.0263424,10196,apt-get,#4672,4096,4.7289,0
1769816822.0281963,10196,apt-get,#4672,4096,4.7875,0
1769816822.0290077,10196,apt-get,#4672,4096,4.6924,0
1769816822.031895,10196,apt-get,#4672,4096,4.7702,0
1769816822.0337667,10196,apt-get,#4672,4096,4.6946,0
1769816822.0366244,10196,apt-get,#4672,4096,4.6758,0
1769816822.0374985,10196,apt-get,#4672,4096,4.6800,0
1769816822.0382588,10196,apt-get,#4672,4096,4.7856,0
1769816822.040083,10196,apt-get,#4672,4096,4.8001,0
1769816822.0408819,10196,apt-get,#4672,4096,4.8607,0
1769816822.043707,10196,apt-get,#4672,4096,4.7807,0
1769816822.0445712,10196,apt-get,#4672,4096,4.7757,0
1769816822.0485327,10196,apt-get,#4672,4096,4.7993,0
1769816822.049424,10196,apt-get,#4672,4096,4.7064,0
1769816822.0502713,10196,apt-get,#4672,4096,4.6333,0
1769816822.0542002,10196,apt-get,#4672,4096,4.6447,0
1769816822.0550244,10196,apt-get,#4672,4096,4.7227,0
1769816822.0579119,10196,apt-get,#4672,4096,4.7629,0
1769816822.0587769,10196,apt-get,#4672,4096,4.8655,0
1769816822.0606697,10196,apt-get,#4672,4096,4.7109,0
1769816822.061595,10196,apt-get,#4672,4096,4.7501,0
1769816822.0633273,10196,apt-get,#4672,4096,4.7643,0
1769816822.0651593,10196,apt-get,#4672,4096,4.7808,0
1769816822.0659761,10196,apt-get,#4672,4096,4.6526,0
1769816822.0688355,10196,apt-get,#4672,4096,4.7349,0
1769816822.070657,10196,apt-get,#4672,4096,4.7142,0
1769816822.0735488,10196,apt-get,#4672,4096,4.6721,0
1769816822.0743563,10196,apt-get,#4672,4096,4.6622,0
1769816822.0751395,10196,apt-get,#4672,4096,4.6781,0
1769816822.076985,10196,apt-get,#4672,4096,4.7288,0
1769816822.0777917,10196,apt-get,#4672,4096,4.7702,0
1769816822.080526,10196,apt-get,#4672,4096,4.8179,0
1769816822.0814507,10196,apt-get,#4672,4096,4.8027,0
1769816822.084333,10196,apt-get,#4672,4096,4.7763,0
1769816822.0856576,10196,apt-get,#4672,4096,4.7661,0
1769816822.0891154,10196,apt-get,#4672,4096,4.8134,0
1769816822.0900836,10196,apt-get,#4672,4096,4.6740,0
